Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Martyr's Retribution,2584830733,"""6917530196626543905""",,Legendary,0,Grenade Launcher,echoes,Energy,Solar,special,540,Wave Frame,Blast Radius,3,Vault,false,false,false,7,24,,75,72,0,0,13,68,78,0,24,72,73,1,60,0,0,0,0,0,0,0,0,2,57,0,0,false,0,0,,,,Wave Frame*,Volatile Launch*,Countermass,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Incandescent*,Cast No Shadows*,Kill Tracker,Tier 3: Blast Radius*,,,,,,,,,
Matador 64,1518956169,"""6917530197381949476""",,Legendary,5,Shotgun,30th,Energy,Arc,special,550,Precision Frame,Range,1,Vault,false,false,false,8,28,,77,65,70,83,12,0,0,0,48,65,50,6,43,0,0,0,0,0,0,0,0,2,45,0,0,false,0,0,,,,Precision Frame*,Smoothbore*,Full Choke,Appended Mag*,Steady Rounds,Light Touch*,Slideways,Lead from Gold,Closing Time*,One-Two Punch,Swashbuckler,Unburied Treasure*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Matador 64,1518956169,"""6917530197512151253""",,Legendary,5,Shotgun,30th,Energy,Arc,special,550,Precision Frame,Reload Speed,2,Vault,false,false,false,8,28,,77,65,70,76,12,0,0,0,64,70,50,5,29,0,0,0,0,0,0,0,0,2,45,0,0,false,0,0,,,,Precision Frame*,Rifled Barrel*,Smoothbore,Assault Mag*,Accurized Rounds,Light Touch*,Slideways,Supercharged Magazine,Closing Time*,One-Two Punch,Swashbuckler,Unburied Treasure*,Kill Tracker,Tier 2: Reload Speed*,Triumphant Pulse*,,,,
Merciless,4190156464,"""6917530196626552300""",,Exotic,0,Fusion Rifle,,Energy,Solar,special,550,Conserve Momentum,,10,Vault,false,false,false,1,1,,94,69,75,39,15,0,0,0,52,0,23,8,31,1000,0,0,0,0,0,0,0,25,55,0,0,false,0,0,,,,Conserve Momentum*,Chambered Compensator*,Extended Mag*,Impetus*,Fitted Stock*,Kill Tracker,,,,,,,,,,,,,
Microcosm,4207066264,"""6917530192307957020""",,Exotic,0,Trace Rifle,paleheart,Power,Kinetic,heavy,540,Paracausal Beam,,10,Vault,true,false,false,7,24,,98,100,6,78,16,0,0,0,90,1000,25,104,58,0,0,0,0,0,0,0,0,10,47,0,0,false,0,660,,"00002:Stasis,Support",,Paracausal Beam*,Hammer-Forged Rifling*,Enhanced Battery*,Paracausal Imbuement*,Hand-Laid Stock*,Kill Tracker,Microcosm Catalyst*,,,,,,,,,,,,
Midnight Coup,2033531689,"""6917530193955974610""",,Legendary,5,Hand Cannon,brave,KineticSlot,Kinetic,primary,454,Adaptive Frame,Range,1,Vault,false,false,false,8,28,,80,90,84,73,14,0,0,0,36,140,56,12,56,0,0,0,0,0,0,0,0,24,60,0,0,false,0,0,,,,Adaptive Frame*,Full Bore*,Smallbore,Accurized Rounds*,Extended Mag,Shoot to Loot*,Moving Target,Attrition Orbs,Ancillary Ordinance*,Opening Shot,Desperate Measures,Indomitability*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Mint Retrograde,3285784871,"""6917530193963488375""",,Legendary,5,Pulse Rifle,,KineticSlot,Strand,special,550,Micro-Missile Frame,Handling,10,Hunter(542),true,false,false,8,28,,60,74,0,0,20,88,55,0,62,200,32,6,35,0,0,0,0,0,0,0,0,20,21,0,0,false,0,276,,"00003:Epsilon,Prismatic,Void",,Micro-Missile Frame*,Confined Launch*,Linear Compensator,Appended Mag*,Implosion Rounds,Beacon Rounds*,Hatchling,Envious Arsenal,Bait and Switch*,Master of Arms,Frenzy,Problem Solver*,Vanguard Determination,Kill Tracker,Abundant Ammo*,Masterworked: Handling*,Triumphant Pulse*,,
Mint Retrograde,3285784871,"""6917530197403982190""",,Legendary,3,Pulse Rifle,,KineticSlot,Strand,special,550,Micro-Missile Frame,Reload Speed,1,Vault,true,false,false,8,28,,60,74,0,0,20,87,54,0,42,200,26,6,15,0,0,0,0,0,0,0,0,20,9,0,0,false,0,0,,,,Micro-Missile Frame*,Volatile Launch*,Linear Compensator,Appended Mag*,Extended Mag,Rewind Rounds*,Field Prep,Bait and Switch*,Cascade Point,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 1: Reload Speed*,,,,,,
Mint Retrograde,3285784871,"""6917530197732312701""",,Legendary,5,Pulse Rifle,,KineticSlot,Strand,special,540,Micro-Missile Frame,Stability,5,Vault,true,false,false,8,28,,90,74,0,0,20,72,59,0,58,200,27,6,31,0,0,0,0,0,0,0,0,20,9,0,0,false,0,0,,,,Micro-Missile Frame*,Countermass*,Hard Launch,Appended Mag*,Alloy Magazine,Rewind Rounds*,Field Prep,Hatchling,Bait and Switch*,Chain Reaction,Elemental Honing,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 5: Stability*,Triumphant Pulse*,,,
Modified B-7 Pistol,3146657388,"""6917530193404204735""",,Legendary,2,Hand Cannon,renegades,KineticSlot,Stasis,primary,427,Dynamic Heat Weapon,Cooling Efficiency,4,Vault,false,false,false,8,28,,55,70,78,47,14,0,0,0,49,180,70,0,30,0,0,0,0,0,0,0,0,40,54,90,84,false,0,0,,,,Dynamic Heat Weapon*,Full Bore*,Polygonal Rifling,Enhanced Heatsink*,Ionized Heatsink,Firefly*,Crystalline Corpsebloom*,Air-Cooled Core*,Kill Tracker,Tier 4: Cooling Efficiency*,,,,,,,,,
Modified B-7 Pistol,3146657388,"""6917530193479433724""",,Legendary,3,Hand Cannon,renegades,KineticSlot,Stasis,primary,445,Dynamic Heat Weapon,Stability,5,Vault,false,false,false,8,28,,55,70,78,32,14,0,0,0,69,180,70,0,50,0,0,0,0,0,0,0,0,40,54,100,105,false,0,0,,,,Dynamic Heat Weapon*,Fluted Barrel*,Polygonal Rifling,Accelerated Heatsink*,Enhanced Heatsink,Rimestealer*,Delicate Tuning,Headstone*,Eye of the Storm,Air-Cooled Core*,Kill Tracker,Tier 5: Stability*,,,,,,,
Modified B-7 Pistol,3146657388,"""6917530194732529025""",infuse,Legendary,5,Hand Cannon,renegades,KineticSlot,Stasis,primary,550,Dynamic Heat Weapon,Handling,10,Vault,true,false,false,8,28,,55,70,78,43,14,0,0,0,70,180,77,0,55,0,0,0,0,0,0,0,0,40,66,100,105,false,0,1329,,00001:Arc,,Dynamic Heat Weapon*,Corkscrew Rifling*,Polygonal Rifling,Accelerated Heatsink*,Particle Repeater,Keep Away,Firefly*,Headstone*,Adagio,Air-Cooled Core*,Kill Tracker,Abundant Ammo*,Masterworked: Handling*,,,,,,
Modified B-7 Pistol,3146657388,"""6917530198202465605""",,Legendary,4,Hand Cannon,renegades,KineticSlot,Stasis,primary,540,Dynamic Heat Weapon,Stability,1,Vault,false,false,false,8,28,,65,70,80,43,14,0,0,0,60,180,70,0,28,0,0,0,0,0,0,0,0,40,54,100,70,false,0,0,,,,Dynamic Heat Weapon*,Extended Barrel*,Polygonal Rifling,Overclocked Heatsink*,Projection Fuse,Rapid Hit*,Firefly,Adagio*,Crystalline Corpsebloom,Air-Cooled Core*,Kill Tracker,Tier 1: Stability*,,,,,,,
Modified B-7 Pistol,3146657388,"""6917530198214542521""",,Legendary,4,Hand Cannon,renegades,KineticSlot,Stasis,primary,540,Dynamic Heat Weapon,Reload Speed,1,Vault,false,false,false,8,28,,55,70,80,47,14,0,0,0,50,180,71,0,33,0,0,0,0,0,0,0,0,40,54,100,70,false,0,0,,,,Dynamic Heat Weapon*,Full Bore*,Hammer-Forged Rifling,Overclocked Heatsink*,Enhanced Heatsink,Firefly*,Demolitionist,Opening Shot*,Crystalline Corpsebloom,Air-Cooled Core*,Kill Tracker,Tier 1: Vent Speed*,,,,,,,
Modified B-7 Pistol,3146657388,"""6917530198214547550""",,Legendary,4,Hand Cannon,renegades,KineticSlot,Stasis,primary,540,Dynamic Heat Weapon,Handling,3,Vault,false,false,false,8,28,,65,70,80,43,14,0,0,0,59,180,70,0,31,0,0,0,0,0,0,0,0,40,54,100,70,false,0,0,,,,Dynamic Heat Weapon*,Extended Barrel*,Polygonal Rifling,Overclocked Heatsink*,Enhanced Heatsink,Cooling Baubles*,Rimestealer,Headstone*,Eye of the Storm,Air-Cooled Core*,Kill Tracker,Tier 3: Handling*,,,,,,,
Modified B-7 Pistol,3146657388,"""6917530198214549889""",,Legendary,5,Hand Cannon,renegades,KineticSlot,Stasis,primary,550,Dynamic Heat Weapon,Range,10,Hunter(542),true,false,false,8,28,,85,70,78,59,14,0,0,0,64,180,75,0,52,0,0,0,0,0,0,0,0,40,66,100,80,false,0,723,,,,Dynamic Heat Weapon*,Arrowhead Brake*,Hammer-Forged Rifling,Ionized Heatsink,Projection Fuse*,Firefly*,Delicate Tuning,Headstone*,Eye of the Storm,Air-Cooled Core*,Kill Tracker,Abundant Ammo*,Masterworked: Range*,,,,,,
Monody-44,3201200906,"""6917530196260147639""",,Legendary,3,Fusion Rifle,monumentoftriumph,Energy,Void,special,400,High-Impact Frame,Handling,4,Vault,false,false,false,8,28,,85,59,95,48,15,0,0,0,34,0,15,6,18,967,0,0,0,0,0,0,0,8,20,0,0,false,0,0,suros,,,High-Impact Frame*,Chambered Compensator*,Fluted Barrel,Enhanced Battery*,Projection Fuse,Subsistence*,Enlightened Action,Destabilizing Rounds*,Closing Time,Suros Synergy*,Kill Tracker,Tier 4: Handling*,,,,,,,
Monte Carlo,4068264807,"""6917530192902170982""",,Exotic,0,Auto Rifle,,KineticSlot,Kinetic,primary,382,Monte Carlo Method,,,Vault,true,false,false,3,8,,80,50,21,50,15,0,0,0,65,600,79,41,80,0,0,0,0,0,0,0,0,29,52,0,0,false,0,122,,,,Monte Carlo Method*,Fluted Barrel*,High-Caliber Rounds*,Markov Chain*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Motif-41,1685533876,"""6917530193891946702""",,Legendary,3,Grenade Launcher,monumentoftriumph,Energy,Solar,special,400,Area Denial Frame,Reload Speed,1,Vault,false,false,false,8,28,,100,67,0,0,13,100,83,0,33,72,75,1,75,0,0,0,0,0,0,0,0,3,59,0,0,false,0,0,suros,,,Area Denial Frame*,Countermass*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Stats for All*,Auto-Loading Holster,Reverberation*,Attrition Orbs,Suros Synergy*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
Multimach CCX,3211624072,"""6917530193258530867""",,Legendary,0,Submachine Gun,ironbanner,KineticSlot,Kinetic,primary,550,Lightweight Frame,Reload Speed,10,Hunter(542),true,false,false,6,23,,100,55,15,37,15,0,0,0,61,900,46,42,72,0,0,0,0,0,0,0,0,12,64,0,0,crafted,22,421,field-forged,00001:Epsilon,,Lightweight Frame*,Polygonal Rifling*,Tactical Mag*,Attrition Orbs*,Kinetic Tremors*,Skulking Wolf*,Field-Tested,Kill Tracker,Ballistics*,,,,,,,,,,
Nameless Midnight,1957301533,"""6917530193815851990""",,Legendary,5,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,455,Precision Frame,Range,9,Vault,true,false,false,8,28,,100,62,62,61,20,0,0,0,38,180,44,16,53,0,0,0,0,0,0,0,0,10,46,0,0,false,0,8,,,,Precision Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Triple Tap*,No Distractions,Kinetic Tremors*,Headseeker,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 9: Range*,,,,,,
Nameless Midnight,1957301533,"""6917530193957841746""",,Legendary,4,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,469,Precision Frame,Range,3,Vault,true,false,false,8,28,,100,62,62,55,20,0,0,0,43,180,44,16,53,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Polygonal Rifling,Accurized Rounds*,Alloy Magazine,Zen Moment*,Shoot to Loot,Kinetic Tremors*,Kill Clip,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 3: Range*,,,,,,
Nameless Midnight,1957301533,"""6917530194319659990""",,Legendary,4,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,488,Precision Frame,Handling,2,Vault,true,false,false,8,28,,100,62,62,52,20,0,0,0,43,180,44,16,55,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Tactical Mag,Zen Moment*,Fourth Time's the Charm,Kinetic Tremors*,Explosive Payload,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 2: Handling*,,,,,,
Nameless Midnight,1957301533,"""6917530194432797147""",,Legendary,3,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,492,Precision Frame,Reload Speed,1,Vault,true,false,false,8,28,,79,62,62,50,20,0,0,0,43,180,45,16,56,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,,,,Precision Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Flared Magwell,Triple Tap*,Fourth Time's the Charm,Kinetic Tremors*,Explosive Payload,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 1: Reload Speed*,,,,,,
Nameless Midnight,1957301533,"""6917530195066580313""",keep,Legendary,5,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,536,Precision Frame,Handling,3,Vault,true,false,false,8,28,,100,62,62,40,20,0,0,0,44,180,55,17,56,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Tactical Mag*,Steady Rounds,Triple Tap*,Zen Moment,Shoot to Loot,Kinetic Tremors*,Kill Clip,Explosive Payload,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 3: Handling*,Triumphant Pulse*,,,
Nameless Midnight,1957301533,"""6917530196406607691""",,Legendary,5,Scout Rifle,monumentoftriumph,KineticSlot,Kinetic,primary,550,Precision Frame,Handling,10,Vault,true,false,false,8,28,,100,62,62,55,20,0,0,0,43,180,51,18,68,0,0,0,0,0,0,0,0,10,46,0,0,false,0,331,,,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Appended Mag*,Steady Rounds,Triple Tap*,No Distractions,Kinetic Tremors*,Feeding Frenzy,Vanguard Determination*,Nadir Focus,Kill Tracker,Enhanced Range*,Masterworked: Handling*,,,,,
New Land Beyond,2581676735,"""6917530189702868187""",,Exotic,0,Sniper Rifle,deluxe,KineticSlot,Kinetic,special,300,The Master,,,Warlock(504),true,false,false,7,26,,80,69,90,87,25,0,0,0,38,72,21,4,74,0,0,0,0,0,0,0,0,1,54,0,0,false,0,0,field-forged,,,The Master*,Horizon Ironsights*,Accurized Rounds*,Bullseye Bolster*,Snapshot Sights*,Short-Action Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,
New Malpais,1736135946,"""6917530189728798551""",,Exotic,0,Pulse Rifle,seasonpass,KineticSlot,Strand,special,300,Atomizing Rounds,,,Warlock(504),true,false,false,8,27,,80,74,23,38,17,0,0,0,57,320,66,36,36,0,0,0,0,0,0,0,0,20,24,0,0,false,0,0,,,,Atomizing Rounds*,Hammer-Forged Rifling*,Tactical Mag*,Suspending Blast*,Fitted Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
New Purpose,1400385226,"""6917530197887123540""",,Legendary,5,Pulse Rifle,duality,KineticSlot,Stasis,primary,550,High-Impact Frame,Reload Speed,1,Vault,false,false,false,8,28,,70,32,33,72,18,0,0,0,60,340,32,28,42,0,0,0,0,0,0,0,0,19,60,0,0,false,0,9,,,,High-Impact Frame*,Fluted Barrel*,Polygonal Rifling,High-Caliber Rounds*,Flared Magwell,Rapid Hit*,Zen Moment,Feeding Frenzy,Rimestealer*,Meganeura,Pugilist,Bitterspite*,Kill Tracker,Tier 1: Reload Speed*,Triumphant Pulse*,,,,
Nightshade,1559068369,"""6917530191899425584""",favorite,Legendary,3,Pulse Rifle,,KineticSlot,Strand,primary,353,Lightweight Frame,Handling,10,Vault,true,false,false,8,28,,56,68,27,41,17,0,0,0,62,450,61,36,84,0,0,0,0,0,0,0,0,10,46,0,0,false,0,379,fotc,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Light Mag,Outlaw*,Lead From Light,Hatchling*,Feeding Frenzy,Accelerated Assault*,Vanguard Determination,Nadir Focus,Kill Tracker,Masterworked: Handling*,,,,,
Nightshade,34731066,"""6917530193813629119""",,Legendary,2,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,441,Lightweight Frame,Stability,3,Vault,true,false,false,8,28,,56,68,27,38,17,0,0,0,67,450,38,39,71,0,0,0,0,0,0,0,0,20,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Extended Mag*,Appended Mag,Outlaw*,Headseeker*,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 3: Stability*,,,,,,,,
Nightshade,34731066,"""6917530193830904632""",,Legendary,4,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,458,Lightweight Frame,Range,4,Vault,true,false,false,8,28,,56,68,27,50,17,0,0,0,65,450,58,30,71,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Armor-Piercing Rounds*,Ricochet Rounds,Outlaw*,Lead From Light,Headseeker*,Eye of the Storm,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 4: Range*,,,,,,
Nightshade,34731066,"""6917530193837811470""",,Legendary,3,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,457,Lightweight Frame,Handling,4,Vault,true,false,false,8,28,,56,68,27,38,17,0,0,0,64,450,38,39,75,0,0,0,0,0,0,0,0,20,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Extended Mag*,Ricochet Rounds,Outlaw*,Under Pressure,Headseeker*,Feeding Frenzy,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 4: Handling*,,,,,,
Nightshade,34731066,"""6917530194040947226""",,Legendary,5,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,484,Lightweight Frame,Reload Speed,2,Vault,true,false,false,8,28,,86,68,27,33,17,0,0,0,54,450,42,39,78,0,0,0,0,0,0,0,0,20,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Extended Mag*,High-Caliber Rounds,Outlaw*,Moving Target,Lucky Shot,Hatchling*,Feeding Frenzy,Desperate Measures,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 2: Reload Speed*,Triumphant Pulse*,,,
Nightshade,34731066,"""6917530194048947644""",keep,Legendary,5,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,550,Lightweight Frame,Range,10,Vault,true,false,false,8,28,,66,68,27,55,17,0,0,0,77,450,45,39,67,0,0,0,0,0,0,0,0,20,46,0,0,false,0,773,fotc,,,Lightweight Frame*,Chambered Compensator*,Fluted Barrel,Extended Mag*,High-Caliber Rounds,Outlaw,Keep Away*,Hatchling*,Moving Target,Vanguard Determination*,Nadir Focus,Kill Tracker,Ballistics*,Masterworked: Range*,,,,,
Nightshade,34731066,"""6917530194389925757""",,Legendary,4,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,502,Lightweight Frame,Stability,1,Vault,true,false,false,8,28,,86,68,27,33,17,0,0,0,60,450,40,39,78,0,0,0,0,0,0,0,0,20,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Arrowhead Brake*,Polygonal Rifling,Extended Mag*,Flared Magwell,Outlaw*,Slice,Headseeker*,Hatchling,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 1: Stability*,,,,,,
Nightshade,34731066,"""6917530198209781601""",,Legendary,5,Pulse Rifle,monumentoftriumph,KineticSlot,Strand,primary,550,Lightweight Frame,Range,2,Vault,false,false,false,8,28,,86,68,27,35,17,0,0,0,59,450,58,30,78,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,fotc,,,Lightweight Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine*,Appended Mag,Under Pressure*,Lucky Shot,Lead From Light,Headseeker*,Hatchling,Feeding Frenzy,Vanguard Determination*,Nadir Focus,Kill Tracker,Tier 2: Range*,Triumphant Pulse*,,,
No Feelings,1271275406,"""6917530193055988947""",,Legendary,3,Scout Rifle,monumentoftriumph,Energy,Arc,primary,392,Precision Frame,Range,10,Vault,false,false,false,8,28,,76,66,62,70,20,0,0,0,52,180,47,15,58,0,0,0,0,0,0,0,0,10,56,0,0,false,0,10,,,,Precision Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Extended Mag,Outlaw,Voltshot*,Meganeura*,Box Breathing,Forge's Kin*,Kill Tracker,Stunloader*,Masterworked: Range*,New Age Black Armory*,,,,,
No Feelings,1271275406,"""6917530193080578598""",,Legendary,3,Scout Rifle,monumentoftriumph,Energy,Arc,primary,407,Precision Frame,Handling,4,Vault,false,false,false,8,28,,100,66,62,47,20,0,0,0,44,180,29,18,54,0,0,0,0,0,0,0,0,20,56,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Extended Mag*,Alloy Magazine,Rolling Storm*,Rapid Hit,Explosive Payload*,Gear Shift,Forge's Kin*,Kill Tracker,Tier 4: Handling*,New Age Black Armory*,,,,,,
No Feelings,1271275406,"""6917530196080424094""",,Legendary,4,Scout Rifle,monumentoftriumph,Energy,Arc,primary,550,Precision Frame,Stability,1,Vault,false,false,false,8,28,,76,66,62,65,20,0,0,0,51,180,44,15,45,0,0,0,0,0,0,0,0,10,56,0,0,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Rapid Hit*,Impromptu Ammunition,Gear Shift*,Adrenaline Junkie,Forge's Kin*,Kill Tracker,Tier 1: Stability*,,,,,,,
No Feelings,1271275406,"""6917530196092535305""",,Legendary,4,Scout Rifle,monumentoftriumph,Energy,Arc,primary,550,Precision Frame,Range,2,Vault,false,false,false,8,28,,100,66,62,49,20,0,0,0,50,180,60,16,52,0,0,0,0,0,0,0,0,10,56,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Extended Barrel,Tactical Mag*,Extended Mag,Rapid Hit*,Impromptu Ammunition,Explosive Payload*,Gear Shift,Forge's Kin*,Kill Tracker,Tier 2: Range*,,,,,,,
No Hesitation,1801007332,"""6917530192665067846""",junk,Legendary,0,Auto Rifle,paleheart,Energy,Solar,primary,540,Support Frame,Reload Speed,10,Vault,true,false,false,7,24,,85,68,21,70,16,0,0,0,38,600,78,52,77,0,0,0,0,0,0,0,0,19,54,0,0,false,0,55,,,,Support Frame*,Full Bore*,Polygonal Rifling,Accurized Rounds*,Alloy Magazine,Target Lock*,Chaos Reshaped*,Dealer's Choice*,Kill Tracker,Backup Mag*,Masterworked: Reload Speed*,,,,,,,,
No Hesitation,1801007332,"""6917530196237749826""",,Legendary,0,Auto Rifle,paleheart,Energy,Solar,primary,540,Support Frame,Handling,5,Titan(542),false,true,false,7,24,,85,68,21,55,16,0,0,0,48,600,68,49,87,0,0,0,0,0,0,0,0,19,54,0,0,false,0,0,,,,Support Frame*,Hammer-Forged Rifling*,Smallbore,Appended Mag*,Tactical Mag,Grave Robber*,Attrition Orbs*,Dealer's Choice*,Kill Tracker,Tier 5: Handling*,,,,,,,,,
No Time to Explain,1594120904,"""6917530195690849820""",,Exotic,0,Pulse Rifle,deluxe,KineticSlot,Kinetic,primary,550,Rewind Again,,10,Vault,false,false,false,4,12,,73,40,33,70,17,0,0,0,60,340,60,24,57,0,0,0,0,0,0,0,0,24,57,0,0,false,0,1311,,,,Rewind Again*,Fluted Barrel*,Accurized Rounds*,Time-Slip*,Feeding Frenzy*,Kill Tracker,No Time to Explain Catalyst*,,,,,,,,,,,,
Nox Perennial V,2366022261,"""6917530194245145996""",,Legendary,3,Fusion Rifle,engram,KineticSlot,Strand,special,477,High-Impact Frame,Charge Time,1,Vault,false,false,false,8,28,,75,59,95,55,15,0,0,0,24,0,16,6,8,964,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,Enhanced Battery*,Particle Repeater,Threat Detector*,Lead from Gold,Elemental Capacitor*,Controlled Burst,Wild Card*,Kill Tracker,Tier 1: Charge Time*,,,,,,,
Nox Perennial V,2366022261,"""6917530195492797795""",,Legendary,3,Fusion Rifle,engram,KineticSlot,Strand,special,539,High-Impact Frame,Reload Speed,1,Vault,false,false,false,8,28,,95,59,95,45,15,0,0,0,24,0,17,6,28,967,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Enhanced Battery*,Liquid Coils,Fragile Focus*,Threat Detector,Elemental Capacitor*,Wellspring,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
Nox Perennial V,2366022261,"""6917530195496987953""",,Legendary,3,Fusion Rifle,engram,KineticSlot,Strand,special,539,High-Impact Frame,Handling,1,Vault,false,false,false,8,28,,95,59,90,45,15,0,0,0,24,0,16,5,29,967,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Arrowhead Brake*,Chambered Compensator,Accelerated Coils*,Projection Fuse,Lead from Gold*,Loose Change,Controlled Burst*,Hatchling,Wild Card*,Kill Tracker,Tier 1: Handling*,,,,,,,
Nox Perennial V,2366022261,"""6917530196140319684""",,Legendary,3,Fusion Rifle,engram,KineticSlot,Strand,special,540,High-Impact Frame,Range,2,Warlock(504),false,false,false,8,28,,65,59,95,47,15,0,0,0,29,0,0,7,33,967,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Fluted Barrel*,Full Bore,Ionized Battery*,Particle Repeater,Envious Assassin*,Loose Change,Controlled Burst*,Kickstart,Wild Card*,Kill Tracker,Tier 2: Range*,,,,,,,
Nox Perennial V,2366022261,"""6917530197017007999""",,Legendary,5,Fusion Rifle,engram,KineticSlot,Strand,special,550,High-Impact Frame,Stability,5,Vault,false,false,false,8,28,,95,59,95,45,15,0,0,0,29,0,18,6,30,967,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Arrowhead Brake*,Corkscrew Rifling,Enhanced Battery*,Ionized Battery,Envious Assassin*,Threat Detector,Lead from Gold,Controlled Burst*,Kickstart,Wellspring,Wild Card*,Kill Tracker,Tier 5: Stability*,Triumphant Pulse*,,,,
Nox Perennial V,2366022261,"""6917530198005428584""",,Legendary,3,Fusion Rifle,engram,KineticSlot,Strand,special,540,High-Impact Frame,Charge Time,1,Vault,false,false,false,8,28,,65,59,100,55,15,0,0,0,24,0,16,5,18,964,0,0,0,0,0,0,0,6,21,0,0,false,0,0,cassoid,,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Liquid Coils*,Projection Fuse,Envious Assassin*,Under Pressure,Elemental Capacitor*,Controlled Burst,Wild Card*,Kill Tracker,Tier 1: Charge Time*,,,,,,,
